时间戳：2024年05月09日10:39:40 股票代码：600990           item         value
16       buy_4  2.358000e+01
17   buy_4_vol  1.220000e+04
18       buy_5  2.356000e+01
19   buy_5_vol  7.000000e+02
20          最新  2.362000e+01
21          均价  2.328000e+01
22          涨幅  4.370000e+00
23          涨跌  9.900000e-01
24          总手  3.307620e+05
25          金额  7.700095e+08
26          换手  1.230000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536570e+05
35          内盘  1.771050e+05

时间戳：2024年05月09日11:19:55 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  4.900000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  1.300000e+03
4       sell_3  2.364000e+01
5   sell_3_vol  3.700000e+03
6       sell_2  2.363000e+01
7   sell_2_vol  1.000000e+02
8       sell_1  2.361000e+01
9   sell_1_vol  1.000000e+02
10       buy_1  2.360000e+01
11   buy_1_vol  4.600000e+03
12       buy_2  2.359000e+01
13   buy_2_vol  4.500000e+03
14       buy_3  2.358000e+01
15   buy_3_vol  1.220000e+04
16       buy_4  2.356000e+01
17   buy_4_vol  7.000000e+02
18       buy_5  2.355000e+01
19   buy_5_vol  1.400000e+03
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.307690e+05
25          金额  7.700261e+08
26          换手  1.230000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536580e+05
35          内盘  1.771110e+05

时间戳：2024年05月09日11:20:01 股票代码：600990           item         value
0       sell_5  2.368000e+01
1   sell_5_vol  7.000000e+02
2       sell_4  2.367000e+01
3   sell_4_vol  1.000000e+02
4       sell_3  2.366000e+01
5   sell_3_vol  4.900000e+03
6       sell_2  2.365000e+01
7   sell_2_vol  1.300000e+03
8       sell_1  2.364000e+01
9   sell_1_vol  3.700000e+03
10       buy_1  2.360000e+01
11   buy_1_vol  3.700000e+03
12       buy_2  2.359000e+01
13   buy_2_vol  4.500000e+03
14       buy_3  2.358000e+01
15   buy_3_vol  1.220000e+04
16       buy_4  2.356000e+01
17   buy_4_vol  7.000000e+02
18       buy_5  2.355000e+01
19   buy_5_vol  1.400000e+03
20          最新  2.361000e+01
21          均价  2.328000e+01
22          涨幅  4.330000e+00
23          涨跌  9.800000e-01
24          总手  3.307980e+05
25          金额  7.700945e+08
26          换手  1.230000e+01
27          量比  3.850000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536670e+05
35          内盘  1.771310e+05

时间戳：2024年05月09日11:20:06 股票代码：600990           item         value
0       sell_5  2.367000e+01
1   sell_5_vol  1.000000e+02
2       sell_4  2.366000e+01
3   sell_4_vol  4.900000e+03
4       sell_3  2.365000e+01
5   sell_3_vol  1.300000e+03
6       sell_2  2.364000e+01
7   sell_2_vol  1.900000e+03
8       sell_1  2.361000e+01
9   sell_1_vol  3.500000e+03
10       buy_1  2.360000e+01
11   buy_1_vol  1.000000e+02
12       buy_2  2.359000e+01
13   buy_2_vol  4.500000e+03
14       buy_3  2.358000e+01
15   buy_3_vol  1.220000e+04
16       buy_4  2.356000e+01
17   buy_4_vol  7.000000e+02
18       buy_5  2.355000e+01
19   buy_5_vol  1.400000e+03
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.308350e+05
25          金额  7.701819e+08
26          换手  1.230000e+01
27          量比  3.850000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536690e+05
35          内盘  1.771660e+05

时间戳：2024年05月09日11:20:11 股票代码：600990           item         value
0       sell_5  2.365000e+01
1   sell_5_vol  1.300000e+03
2       sell_4  2.364000e+01
3   sell_4_vol  1.900000e+03
4       sell_3  2.363000e+01
5   sell_3_vol  3.000000e+03
6       sell_2  2.361000e+01
7   sell_2_vol  3.800000e+03
8       sell_1  2.360000e+01
9   sell_1_vol  3.000000e+02
10       buy_1  2.359000e+01
11   buy_1_vol  4.500000e+03
12       buy_2  2.358000e+01
13   buy_2_vol  1.220000e+04
14       buy_3  2.356000e+01
15   buy_3_vol  7.000000e+02
16       buy_4  2.355000e+01
17   buy_4_vol  1.400000e+03
18       buy_5  2.352000e+01
19   buy_5_vol  2.100000e+03
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.308440e+05
25          金额  7.702031e+08
26          换手  1.230000e+01
27          量比  3.850000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536730e+05
35          内盘  1.771710e+05

时间戳：2024年05月09日11:20:16 股票代码：600990           item         value
0       sell_5  2.364000e+01
1   sell_5_vol  1.900000e+03
2       sell_4  2.363000e+01
3   sell_4_vol  3.000000e+03
4       sell_3  2.362000e+01
5   sell_3_vol  4.000000e+02
6       sell_2  2.361000e+01
7   sell_2_vol  4.800000e+03
8       sell_1  2.360000e+01
9   sell_1_vol  2.500000e+03
10       buy_1  2.359000e+01
11   buy_1_vol  4.500000e+03
12       buy_2  2.358000e+01
13   buy_2_vol  1.220000e+04
14       buy_3  2.356000e+01
15   buy_3_vol  7.000000e+02
16       buy_4  2.355000e+01
17   buy_4_vol  1.400000e+03
18       buy_5  2.352000e+01
19   buy_5_vol  2.100000e+03
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.308460e+05
25          金额  7.702078e+08
26          换手  1.230000e+01
27          量比  3.850000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536770e+05
35          内盘  1.771690e+05

时间戳：2024年05月09日11:20:21 股票代码：600990           item         value
0       sell_5  2.362000e+01
1   sell_5_vol  4.000000e+02
2       sell_4  2.361000e+01
3   sell_4_vol  4.800000e+03
4       sell_3  2.360000e+01
5   sell_3_vol  2.500000e+03
6       sell_2  2.358000e+01
7   sell_2_vol  6.000000e+03
8       sell_1  2.357000e+01
9   sell_1_vol  1.000000e+02
10       buy_1  2.356000e+01
11   buy_1_vol  7.000000e+02
12       buy_2  2.355000e+01
13   buy_2_vol  1.400000e+03
14       buy_3  2.352000e+01
15   buy_3_vol  2.100000e+03
16       buy_4  2.351000e+01
17   buy_4_vol  1.300000e+03
18       buy_5  2.350000e+01
19   buy_5_vol  3.800000e+03
20          最新  2.358000e+01
21          均价  2.328000e+01
22          涨幅  4.200000e+00
23          涨跌  9.500000e-01
24          总手  3.310330e+05
25          金额  7.706488e+08
26          换手  1.231000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536790e+05
35          内盘  1.773540e+05

时间戳：2024年05月09日11:20:26 股票代码：600990           item         value
0       sell_5  2.361000e+01
1   sell_5_vol  4.200000e+03
2       sell_4  2.360000e+01
3   sell_4_vol  2.500000e+03
4       sell_3  2.359000e+01
5   sell_3_vol  1.000000e+02
6       sell_2  2.358000e+01
7   sell_2_vol  6.000000e+03
8       sell_1  2.357000e+01
9   sell_1_vol  2.000000e+02
10       buy_1  2.355000e+01
11   buy_1_vol  6.000000e+02
12       buy_2  2.352000e+01
13   buy_2_vol  2.100000e+03
14       buy_3  2.351000e+01
15   buy_3_vol  1.300000e+03
16       buy_4  2.350000e+01
17   buy_4_vol  3.800000e+03
18       buy_5  2.348000e+01
19   buy_5_vol  8.200000e+03
20          最新  2.355000e+01
21          均价  2.328000e+01
22          涨幅  4.070000e+00
23          涨跌  9.200000e-01
24          总手  3.310480e+05
25          金额  7.706841e+08
26          换手  1.231000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536790e+05
35          内盘  1.773690e+05

时间戳：2024年05月09日11:20:31 股票代码：600990           item         value
0       sell_5  2.360000e+01
1   sell_5_vol  2.500000e+03
2       sell_4  2.359000e+01
3   sell_4_vol  1.000000e+02
4       sell_3  2.358000e+01
5   sell_3_vol  6.000000e+03
6       sell_2  2.357000e+01
7   sell_2_vol  2.000000e+02
8       sell_1  2.352000e+01
9   sell_1_vol  3.000000e+02
10       buy_1  2.350000e+01
11   buy_1_vol  3.700000e+03
12       buy_2  2.348000e+01
13   buy_2_vol  8.200000e+03
14       buy_3  2.347000e+01
15   buy_3_vol  1.900000e+03
16       buy_4  2.346000e+01
17   buy_4_vol  9.400000e+03
18       buy_5  2.345000e+01
19   buy_5_vol  6.500000e+03
20          最新  2.350000e+01
21          均价  2.328000e+01
22          涨幅  3.840000e+00
23          涨跌  8.700000e-01
24          总手  3.310890e+05
25          金额  7.707806e+08
26          换手  1.231000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536790e+05
35          内盘  1.774100e+05

时间戳：2024年05月09日11:20:36 股票代码：600990           item         value
0       sell_5  2.360000e+01
1   sell_5_vol  3.500000e+03
2       sell_4  2.359000e+01
3   sell_4_vol  1.000000e+02
4       sell_3  2.357000e+01
5   sell_3_vol  2.000000e+02
6       sell_2  2.355000e+01
7   sell_2_vol  3.000000e+02
8       sell_1  2.352000e+01
9   sell_1_vol  2.000000e+02
10       buy_1  2.350000e+01
11   buy_1_vol  4.600000e+03
12       buy_2  2.348000e+01
13   buy_2_vol  8.200000e+03
14       buy_3  2.347000e+01
15   buy_3_vol  1.900000e+03
16       buy_4  2.346000e+01
17   buy_4_vol  9.400000e+03
18       buy_5  2.345000e+01
19   buy_5_vol  6.500000e+03
20          最新  2.352000e+01
21          均价  2.328000e+01
22          涨幅  3.930000e+00
23          涨跌  8.900000e-01
24          总手  3.310900e+05
25          金额  7.707829e+08
26          换手  1.231000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536790e+05
35          内盘  1.774110e+05

时间戳：2024年05月09日11:20:41 股票代码：600990           item         value
0       sell_5  2.361000e+01
1   sell_5_vol  4.200000e+03
2       sell_4  2.360000e+01
3   sell_4_vol  3.500000e+03
4       sell_3  2.359000e+01
5   sell_3_vol  1.000000e+02
6       sell_2  2.357000e+01
7   sell_2_vol  2.000000e+02
8       sell_1  2.352000e+01
9   sell_1_vol  2.000000e+02
10       buy_1  2.350000e+01
11   buy_1_vol  4.600000e+03
12       buy_2  2.348000e+01
13   buy_2_vol  8.200000e+03
14       buy_3  2.347000e+01
15   buy_3_vol  1.900000e+03
16       buy_4  2.346000e+01
17   buy_4_vol  9.400000e+03
18       buy_5  2.345000e+01
19   buy_5_vol  6.500000e+03
20          最新  2.350000e+01
21          均价  2.328000e+01
22          涨幅  3.840000e+00
23          涨跌  8.700000e-01
24          总手  3.310910e+05
25          金额  7.707853e+08
26          换手  1.231000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536800e+05
35          内盘  1.774110e+05

时间戳：2024年05月09日11:20:46 股票代码：600990           item         value
0       sell_5  2.362000e+01
1   sell_5_vol  4.000000e+02
2       sell_4  2.361000e+01
3   sell_4_vol  4.200000e+03
4       sell_3  2.360000e+01
5   sell_3_vol  3.500000e+03
6       sell_2  2.359000e+01
7   sell_2_vol  1.000000e+02
8       sell_1  2.357000e+01
9   sell_1_vol  1.000000e+02
10       buy_1  2.352000e+01
11   buy_1_vol  5.000000e+02
12       buy_2  2.351000e+01
13   buy_2_vol  4.000000e+02
14       buy_3  2.350000e+01
15   buy_3_vol  4.600000e+03
16       buy_4  2.348000e+01
17   buy_4_vol  8.200000e+03
18       buy_5  2.347000e+01
19   buy_5_vol  1.900000e+03
20          最新  2.357000e+01
21          均价  2.328000e+01
22          涨幅  4.150000e+00
23          涨跌  9.400000e-01
24          总手  3.311000e+05
25          金额  7.708064e+08
26          换手  1.231000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536800e+05
35          内盘  1.774200e+05

时间戳：2024年05月09日11:20:51 股票代码：600990           item         value
0       sell_5  2.361000e+01
1   sell_5_vol  4.200000e+03
2       sell_4  2.360000e+01
3   sell_4_vol  3.500000e+03
4       sell_3  2.359000e+01
5   sell_3_vol  4.000000e+02
6       sell_2  2.356000e+01
7   sell_2_vol  1.400000e+03
8       sell_1  2.348000e+01
9   sell_1_vol  2.100000e+03
10       buy_1  2.347000e+01
11   buy_1_vol  1.900000e+03
12       buy_2  2.346000e+01
13   buy_2_vol  9.400000e+03
14       buy_3  2.345000e+01
15   buy_3_vol  6.500000e+03
16       buy_4  2.344000e+01
17   buy_4_vol  2.500000e+03
18       buy_5  2.343000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.348000e+01
21          均价  2.328000e+01
22          涨幅  3.760000e+00
23          涨跌  8.500000e-01
24          总手  3.312940e+05
25          金额  7.712623e+08
26          换手  1.232000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536830e+05
35          内盘  1.776110e+05

时间戳：2024年05月09日11:20:56 股票代码：600990           item         value
0       sell_5  2.360000e+01
1   sell_5_vol  4.300000e+03
2       sell_4  2.359000e+01
3   sell_4_vol  4.000000e+02
4       sell_3  2.356000e+01
5   sell_3_vol  1.700000e+03
6       sell_2  2.355000e+01
7   sell_2_vol  1.000000e+02
8       sell_1  2.354000e+01
9   sell_1_vol  5.300000e+03
10       buy_1  2.350000e+01
11   buy_1_vol  1.000000e+02
12       buy_2  2.348000e+01
13   buy_2_vol  1.000000e+02
14       buy_3  2.347000e+01
15   buy_3_vol  1.900000e+03
16       buy_4  2.346000e+01
17   buy_4_vol  9.400000e+03
18       buy_5  2.345000e+01
19   buy_5_vol  6.500000e+03
20          最新  2.350000e+01
21          均价  2.328000e+01
22          涨幅  3.840000e+00
23          涨跌  8.700000e-01
24          总手  3.313170e+05
25          金额  7.713163e+08
26          换手  1.232000e+01
27          量比  3.860000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
